date,open,high,low,close,volume
2024-01-22,12280.0,12280.0,11760.0,11880.0,220481
2024-01-23,11900.0,12050.0,11730.0,11950.0,137446
2024-01-24,11960.0,12690.0,11850.0,12280.0,203512
2024-01-25,13230.0,14500.0,12520.0,12590.0,2712190
2024-01-26,12450.0,12800.0,12260.0,12550.0,307747
2024-01-29,12550.0,12800.0,12290.0,12400.0,230521
2024-01-30,12430.0,12670.0,12270.0,12280.0,169815
2024-01-31,12160.0,12320.0,12160.0,12160.0,91921
2024-02-01,12160.0,12220.0,12050.0,12180.0,126249
2024-02-02,12190.0,12430.0,12160.0,12360.0,112802
2024-02-05,12490.0,12730.0,12380.0,12430.0,196801
2024-02-06,12400.0,14490.0,12370.0,13310.0,6949402
2024-02-07,13410.0,13470.0,12870.0,13160.0,800012
2024-02-08,13060.0,13220.0,12900.0,12910.0,455517
2024-02-13,12920.0,13180.0,12890.0,13080.0,258822
2024-02-14,12810.0,13070.0,12680.0,13070.0,213649
2024-02-15,13080.0,13210.0,13000.0,13080.0,279946
2024-02-16,13150.0,13400.0,13100.0,13240.0,338577
2024-02-19,13250.0,13320.0,13100.0,13110.0,196322
2024-02-20,13120.0,13130.0,12050.0,13070.0,200736
2024-02-21,12990.0,13210.0,12860.0,13020.0,199842
2024-02-22,13100.0,13600.0,13000.0,13060.0,538027
2024-02-23,13160.0,13170.0,12870.0,12930.0,188492
2024-02-26,13250.0,15760.0,13070.0,14210.0,8105206
2024-02-27,14260.0,14920.0,13830.0,13880.0,2189639
2024-02-28,13760.0,14650.0,13690.0,14440.0,1088937
2024-02-29,14750.0,14760.0,14000.0,14030.0,707364
2024-03-04,13950.0,14110.0,13600.0,13660.0,504971
2024-03-05,13660.0,14340.0,13630.0,14310.0,863746
2024-03-06,14340.0,14450.0,13820.0,13850.0,480822
2024-03-07,14050.0,14610.0,13900.0,14430.0,1085160
2024-03-08,14520.0,15300.0,14210.0,14310.0,2040769
2024-03-11,14320.0,14500.0,13900.0,13940.0,577090
2024-03-12,14400.0,14910.0,14100.0,14780.0,1308914
2024-03-13,14700.0,14700.0,14270.0,14450.0,543398
2024-03-14,14450.0,14450.0,14050.0,14320.0,352543
2024-03-15,14200.0,14310.0,14010.0,14040.0,278825
2024-03-18,14500.0,14620.0,14200.0,14530.0,651637
2024-03-19,14440.0,14440.0,14050.0,14150.0,264310
2024-03-20,14240.0,14240.0,14000.0,14080.0,197275
2024-03-21,14200.0,14200.0,14040.0,14070.0,222597
2024-03-22,14110.0,14180.0,13810.0,13880.0,264568
2024-03-25,13880.0,13910.0,13600.0,13760.0,196613
2024-03-26,13800.0,13870.0,13510.0,13560.0,276990
2024-03-27,13510.0,13890.0,13500.0,13710.0,217859
2024-03-28,13710.0,13740.0,13180.0,13220.0,300252
2024-03-29,13250.0,13310.0,13020.0,13100.0,165078
2024-04-01,13100.0,13140.0,12960.0,13130.0,176246
2024-04-02,13130.0,13170.0,12960.0,12960.0,119176
2024-04-03,12950.0,12950.0,12620.0,12760.0,152333
2024-04-04,12840.0,12940.0,12600.0,12660.0,139373
2024-04-05,12620.0,12640.0,12320.0,12390.0,174347
2024-04-08,12400.0,12400.0,12020.0,12160.0,165541
2024-04-09,12150.0,12320.0,12140.0,12170.0,105240
2024-04-11,11980.0,12270.0,11980.0,12170.0,81208
2024-04-12,12350.0,12360.0,12110.0,12140.0,66129
2024-04-15,12000.0,12110.0,11870.0,11950.0,93085
2024-04-16,11900.0,11900.0,11400.0,11410.0,155816
2024-04-17,11400.0,11670.0,11380.0,11430.0,99748
2024-04-18,11380.0,11740.0,11380.0,11740.0,82913
2024-04-19,11740.0,11750.0,11320.0,11510.0,100424
2024-04-22,11510.0,11800.0,11510.0,11720.0,82460
2024-04-23,11720.0,11780.0,11650.0,11650.0,56660
2024-04-24,11790.0,11910.0,11730.0,11880.0,72695
2024-04-25,11880.0,12090.0,11810.0,12000.0,75532
2024-04-26,12070.0,12150.0,11840.0,11890.0,76460
2024-04-29,11930.0,12280.0,11900.0,12250.0,121333
2024-04-30,12320.0,12330.0,12120.0,12200.0,78452
2024-05-02,12150.0,12260.0,11950.0,12000.0,89431
2024-05-03,12000.0,12150.0,11940.0,11970.0,57563
2024-05-07,12000.0,12050.0,11930.0,11970.0,71130
2024-05-08,12070.0,12070.0,11930.0,12060.0,51851
2024-05-09,12060.0,12100.0,11910.0,11930.0,81234
2024-05-10,11940.0,12000.0,11790.0,11810.0,71793
2024-05-13,11820.0,11880.0,11660.0,11680.0,80038
2024-05-14,11680.0,11900.0,11680.0,11750.0,53718
2024-05-16,11730.0,11850.0,11720.0,11730.0,80801
2024-05-17,11730.0,11880.0,11550.0,11590.0,79011
2024-05-20,11650.0,11650.0,11500.0,11560.0,68943
2024-05-21,11530.0,11560.0,11380.0,11420.0,76719
2024-05-22,11420.0,11480.0,11400.0,11410.0,52729
2024-05-23,11420.0,11460.0,11200.0,11290.0,86869
2024-05-24,11270.0,11270.0,11100.0,11120.0,109248
2024-05-27,11120.0,11340.0,11050.0,11300.0,93808
2024-05-28,11330.0,11340.0,11170.0,11210.0,63747
2024-05-29,11210.0,11210.0,11010.0,11080.0,77852
2024-05-30,11090.0,11130.0,10850.0,10910.0,125302
2024-05-31,10860.0,11190.0,10860.0,10970.0,65826
2024-06-03,11000.0,11170.0,10980.0,11090.0,63683
2024-06-04,11130.0,12100.0,11130.0,11460.0,397088
2024-06-05,11400.0,11690.0,11400.0,11460.0,113272
2024-06-07,11480.0,11610.0,11440.0,11520.0,89878
2024-06-10,11490.0,11640.0,11410.0,11560.0,82472
2024-06-11,11510.0,12100.0,11510.0,11760.0,302783
2024-06-12,11910.0,11910.0,11520.0,11620.0,104652
2024-06-13,11630.0,11760.0,11440.0,11450.0,106633
2024-06-14,11450.0,11450.0,11160.0,11190.0,105729
2024-06-17,11170.0,11250.0,11120.0,11170.0,61165
2024-06-18,11160.0,11240.0,11100.0,11100.0,49008
2024-06-19,11200.0,11210.0,11000.0,11060.0,60392
2024-06-20,11050.0,11490.0,11050.0,11060.0,53121
2024-06-21,10880.0,11040.0,10850.0,10880.0,99004
2024-06-24,10870.0,10880.0,10490.0,10550.0,125947
2024-06-25,10340.0,10690.0,10340.0,10460.0,75561
2024-06-26,10420.0,10630.0,10300.0,10320.0,133433
2024-06-27,10340.0,10430.0,10130.0,10130.0,77075
2024-06-28,10140.0,10360.0,10100.0,10200.0,75465
2024-07-01,10300.0,10410.0,10090.0,10320.0,106226
2024-07-02,10250.0,10320.0,10100.0,10100.0,62118
2024-07-03,10120.0,10270.0,10060.0,10060.0,67185
2024-07-04,10060.0,10150.0,9850.0,9880.0,175152
2024-07-05,9880.0,9930.0,9810.0,9820.0,106198
2024-07-08,9800.0,10050.0,9710.0,10010.0,113048
2024-07-09,10140.0,10180.0,9960.0,10020.0,61490
2024-07-10,9970.0,10000.0,9870.0,9940.0,44740
2024-07-11,9970.0,10140.0,9960.0,10080.0,87105
2024-07-12,10170.0,10430.0,10020.0,10030.0,95669
2024-07-15,10030.0,10040.0,9920.0,10000.0,43295
2024-07-16,9920.0,10050.0,9890.0,9920.0,48976
2024-07-17,9920.0,9970.0,9880.0,9880.0,50332
2024-07-18,9810.0,9840.0,9620.0,9660.0,75835
2024-07-19,9600.0,9800.0,9590.0,9800.0,53336
2024-07-22,9740.0,9790.0,9520.0,9520.0,69774
2024-07-23,9450.0,9600.0,9220.0,9230.0,85035
2024-07-24,9060.0,9210.0,8970.0,9020.0,98547
2024-07-25,8900.0,9040.0,8650.0,8940.0,113939
2024-07-26,8860.0,9080.0,8840.0,9030.0,51888
2024-07-29,9030.0,9070.0,8950.0,9020.0,40457
2024-07-30,8990.0,9050.0,8800.0,8810.0,54217
2024-07-31,8800.0,8930.0,8710.0,8890.0,54023
2024-08-01,8900.0,9180.0,8900.0,9180.0,58984
2024-08-02,9090.0,9090.0,8750.0,8750.0,86107
2024-08-05,8500.0,8710.0,7130.0,7240.0,205594
2024-08-06,7190.0,8140.0,7150.0,8000.0,177344
2024-08-07,7780.0,8090.0,7780.0,7900.0,92249
2024-08-08,7710.0,7910.0,7600.0,7760.0,56734
2024-08-09,7780.0,8100.0,7780.0,7990.0,59923
2024-08-12,7910.0,8220.0,7910.0,8130.0,49263
2024-08-13,8130.0,9920.0,7970.0,8750.0,2506887
2024-08-14,9000.0,9090.0,8750.0,8890.0,218927
2024-08-16,8900.0,8970.0,8680.0,8680.0,157194
2024-08-19,9070.0,9380.0,8700.0,8710.0,429891
2024-08-20,8750.0,11320.0,8750.0,11180.0,7751246
2024-08-21,10700.0,10890.0,10110.0,10420.0,1616355
2024-08-22,10260.0,10610.0,9910.0,9910.0,679935
2024-08-23,10030.0,10440.0,9500.0,9650.0,474810
2024-08-26,9670.0,10100.0,9670.0,9890.0,352180
2024-08-27,9890.0,9980.0,9550.0,9680.0,218440
2024-08-28,9680.0,9690.0,9290.0,9300.0,234823
2024-08-29,9110.0,10390.0,9090.0,9690.0,1357767
2024-08-30,9680.0,10150.0,9400.0,9510.0,452631
2024-09-02,9510.0,9610.0,9310.0,9380.0,176818
2024-09-03,9650.0,10450.0,9380.0,9380.0,615865
2024-09-04,9000.0,9490.0,8910.0,9140.0,204929
2024-09-05,9140.0,9300.0,8860.0,8900.0,129321
2024-09-06,8900.0,9070.0,8500.0,8500.0,136539
2024-09-09,8230.0,8490.0,8100.0,8440.0,95757
2024-09-10,8440.0,8790.0,8360.0,8360.0,96727
2024-09-11,8260.0,8510.0,8260.0,8380.0,70141
2024-09-12,8560.0,8610.0,8410.0,8560.0,95595
2024-09-13,8570.0,8640.0,8420.0,8550.0,79839
2024-09-19,8580.0,8670.0,8360.0,8440.0,72824
2024-09-20,8490.0,8700.0,8420.0,8420.0,86717
2024-09-23,8420.0,9020.0,8420.0,8580.0,287919
2024-09-24,8600.0,8880.0,8600.0,8860.0,114853
2024-09-25,8890.0,8980.0,8780.0,8880.0,98828
2024-09-26,8880.0,9060.0,8850.0,9050.0,97801
2024-09-27,9010.0,9110.0,8920.0,9060.0,73432
2024-09-30,9060.0,9480.0,8810.0,8830.0,146654
2024-10-02,8610.0,8840.0,8530.0,8660.0,42845
2024-10-04,8660.0,8750.0,8560.0,8640.0,44164
2024-10-07,8610.0,8990.0,8610.0,8900.0,63791
2024-10-08,8900.0,8900.0,8730.0,8790.0,39670
2024-10-10,8900.0,8990.0,8770.0,8770.0,49299
2024-10-11,8740.0,8800.0,8580.0,8620.0,55498
2024-10-14,8620.0,8690.0,8400.0,8540.0,57647
2024-10-15,8540.0,8610.0,8420.0,8480.0,53573
2024-10-16,8400.0,8490.0,8300.0,8320.0,57756
2024-10-17,8250.0,8360.0,8210.0,8220.0,57703
2024-10-18,8230.0,8300.0,8000.0,8150.0,73529
2024-10-21,8140.0,8200.0,8090.0,8100.0,51449
2024-10-22,8150.0,8190.0,7830.0,7850.0,84772
2024-10-23,7880.0,7940.0,7660.0,7880.0,57134
2024-10-24,7880.0,7960.0,7690.0,7700.0,65123
2024-10-25,7730.0,7830.0,7520.0,7530.0,53266
2024-10-28,7480.0,7840.0,7480.0,7820.0,51663
2024-10-29,7740.0,7890.0,7690.0,7770.0,30178
2024-10-30,7710.0,7810.0,7670.0,7680.0,37642
2024-10-31,7600.0,7800.0,7510.0,7710.0,36244
2024-11-01,7710.0,7790.0,7660.0,7690.0,27612
2024-11-04,7600.0,7850.0,7600.0,7800.0,42552
2024-11-05,7860.0,8080.0,7750.0,7900.0,76610
2024-11-06,7900.0,7990.0,7680.0,7730.0,78817
2024-11-07,7600.0,7800.0,7410.0,7740.0,64666
2024-11-08,7700.0,7840.0,7670.0,7680.0,44664
2024-11-11,7690.0,7710.0,7170.0,7190.0,125134
2024-11-12,7190.0,9100.0,6970.0,7670.0,1916149
2024-11-13,7550.0,7550.0,7070.0,7070.0,220545
2024-11-14,7010.0,7150.0,6740.0,6740.0,148741
2024-11-15,6550.0,6730.0,6400.0,6560.0,134211
2024-11-18,6500.0,6770.0,6490.0,6670.0,75838
2024-11-19,6630.0,6830.0,6600.0,6780.0,61740
2024-11-20,6780.0,6870.0,6650.0,6670.0,50750
2024-11-21,6670.0,6690.0,6590.0,6630.0,48096
2024-11-22,6630.0,6850.0,6630.0,6650.0,74252
2024-11-25,6650.0,6850.0,6650.0,6820.0,67395
2024-11-26,6890.0,6950.0,6800.0,6810.0,60162
2024-11-27,6810.0,6870.0,6630.0,6650.0,50957
2024-11-28,6640.0,6730.0,6630.0,6720.0,26248
2024-11-29,6720.0,6750.0,6560.0,6630.0,39108
2024-12-02,6650.0,6730.0,6370.0,6380.0,99620
2024-12-03,6300.0,6920.0,6300.0,6550.0,284342
2024-12-04,6390.0,6530.0,6330.0,6360.0,96624
2024-12-05,6360.0,6360.0,6140.0,6160.0,76562
2024-12-06,6050.0,6170.0,5810.0,5990.0,125812
2024-12-09,5990.0,5990.0,5530.0,5530.0,121527
2024-12-10,5520.0,5990.0,5520.0,5960.0,92648
2024-12-11,5950.0,6230.0,5950.0,6190.0,102156
2024-12-12,6190.0,6260.0,6090.0,6200.0,94578
2024-12-13,6190.0,6380.0,6150.0,6350.0,43895
2024-12-16,6360.0,6640.0,6360.0,6580.0,98034
2024-12-17,6630.0,6630.0,6410.0,6500.0,57412
2024-12-18,6500.0,6600.0,6400.0,6600.0,43166
2024-12-19,6450.0,6510.0,6370.0,6440.0,29125
2024-12-20,6440.0,6450.0,6220.0,6220.0,47117
2024-12-23,6220.0,6390.0,6120.0,6320.0,30715
2024-12-24,6380.0,6520.0,6000.0,6200.0,68456
2024-12-26,6210.0,6300.0,6090.0,6120.0,31737
2024-12-27,6000.0,6170.0,5980.0,6000.0,46719
2024-12-30,6000.0,6100.0,5900.0,6100.0,30176
2025-01-02,6100.0,6130.0,5900.0,6040.0,53651
2025-01-03,6020.0,6350.0,6020.0,6260.0,58764
2025-01-06,6270.0,6590.0,6110.0,6520.0,71986
2025-01-07,6530.0,6590.0,6430.0,6490.0,52722
2025-01-08,6490.0,6620.0,6430.0,6570.0,57280
2025-01-09,6590.0,6590.0,6450.0,6570.0,53918
2025-01-10,6570.0,6570.0,6410.0,6450.0,27285
2025-01-13,6440.0,6550.0,6310.0,6320.0,38932
2025-01-14,6320.0,6520.0,6320.0,6460.0,38069
2025-01-15,6460.0,6500.0,6320.0,6340.0,33002
2025-01-16,6350.0,6460.0,6340.0,6420.0,29667
2025-01-17,6400.0,6440.0,6350.0,6350.0,26403
2025-01-20,6350.0,6500.0,6340.0,6500.0,36902
2025-01-21,6590.0,6590.0,6200.0,6300.0,64128
2025-01-22,6300.0,6450.0,6260.0,6320.0,36920
2025-01-23,6350.0,6350.0,6130.0,6130.0,47948
2025-01-24,6400.0,7480.0,6360.0,6710.0,4114196
2025-01-31,6600.0,6610.0,6360.0,6380.0,319603
2025-02-03,6320.0,6320.0,6040.0,6040.0,180517
2025-02-04,6000.0,6250.0,6000.0,6100.0,113377
2025-02-05,6100.0,6300.0,6100.0,6200.0,78188
2025-02-06,6150.0,6250.0,6150.0,6240.0,60860
2025-02-07,6180.0,6260.0,6110.0,6130.0,69411
2025-02-10,6130.0,6630.0,6050.0,6400.0,344789
2025-02-11,6400.0,6600.0,6310.0,6450.0,124982
2025-02-12,6570.0,6570.0,6340.0,6370.0,64648
2025-02-13,6410.0,6540.0,6400.0,6500.0,67685
2025-02-14,6450.0,6700.0,6400.0,6470.0,121725
2025-02-17,6500.0,6750.0,6470.0,6640.0,147549
2025-02-18,6640.0,6720.0,6600.0,6690.0,91293
2025-02-19,6670.0,6940.0,6660.0,6850.0,150030
2025-02-20,6850.0,6960.0,6760.0,6790.0,112177
2025-02-21,6750.0,7110.0,6750.0,7040.0,163128
2025-02-24,6980.0,7100.0,6930.0,7050.0,104834
2025-02-25,7050.0,7050.0,6790.0,6830.0,86779
2025-02-26,6800.0,7140.0,6800.0,7020.0,155687
2025-02-27,7000.0,7150.0,6900.0,6980.0,73925
2025-02-28,6920.0,6940.0,6640.0,6700.0,99734
2025-03-04,6630.0,6690.0,6350.0,6350.0,91661
2025-03-05,6350.0,6500.0,6350.0,6490.0,38782
2025-03-06,6490.0,6600.0,6340.0,6430.0,51985
2025-03-07,6380.0,6580.0,6330.0,6470.0,61371
2025-03-10,6390.0,6500.0,6350.0,6390.0,53201
2025-03-11,6280.0,6330.0,6090.0,6230.0,70274
2025-03-12,6230.0,6310.0,6200.0,6290.0,28153
2025-03-13,6250.0,6360.0,6210.0,6240.0,32916
2025-03-14,6280.0,6450.0,6260.0,6340.0,55871
2025-03-17,6340.0,6430.0,6230.0,6240.0,60004
2025-03-18,6280.0,6370.0,6240.0,6240.0,41546
2025-03-19,6200.0,6300.0,6150.0,6250.0,66123
2025-03-20,6270.0,6350.0,6200.0,6240.0,41698
2025-03-21,6200.0,6300.0,6080.0,6170.0,78173
2025-03-24,6200.0,6200.0,6060.0,6100.0,38317
2025-03-25,6110.0,6180.0,6000.0,6020.0,60179
2025-03-26,6020.0,6160.0,6000.0,6100.0,49737
2025-03-27,6100.0,6100.0,5980.0,6030.0,50947
2025-03-28,6030.0,6030.0,5850.0,5900.0,51527
2025-03-31,5710.0,5850.0,5600.0,5600.0,62585
2025-04-01,5610.0,6020.0,5590.0,5660.0,39088
2025-04-02,5800.0,5800.0,5510.0,5520.0,42491
2025-04-03,5410.0,5520.0,5400.0,5460.0,31075
2025-04-04,5300.0,5550.0,5300.0,5520.0,38614
2025-04-07,5320.0,5360.0,5110.0,5140.0,62518
2025-04-08,5190.0,5290.0,5130.0,5130.0,29279
2025-04-09,4950.0,5170.0,4950.0,4975.0,37338
2025-04-10,5240.0,5330.0,5180.0,5290.0,38742
2025-04-11,5090.0,5350.0,5090.0,5350.0,20969
2025-04-14,5430.0,5490.0,5370.0,5450.0,22534
2025-04-15,5500.0,5590.0,5430.0,5560.0,18573
2025-04-16,5560.0,5590.0,5430.0,5460.0,20840
2025-04-17,5460.0,5570.0,5390.0,5570.0,12997
2025-04-18,5590.0,5610.0,5490.0,5580.0,19684
2025-04-21,5640.0,5700.0,5540.0,5640.0,11448
2025-04-22,5640.0,5640.0,5560.0,5580.0,13684
