date,open,high,low,close,volume
2024-04-24,141900.0,146500.0,141400.0,145400.0,234072
2024-04-25,143800.0,147500.0,143500.0,146100.0,325567
2024-04-26,147000.0,152200.0,146500.0,150600.0,408132
2024-04-29,152200.0,156600.0,151800.0,155900.0,321904
2024-04-30,163000.0,170000.0,161300.0,169500.0,1004813
2024-05-02,172400.0,174400.0,167600.0,173400.0,741198
2024-05-03,170500.0,172700.0,168000.0,168700.0,260793
2024-05-07,168700.0,169900.0,161400.0,167100.0,381951
2024-05-08,166300.0,167500.0,163300.0,164700.0,189029
2024-05-09,165000.0,171500.0,163600.0,168900.0,390567
2024-05-10,172000.0,174200.0,169100.0,170800.0,281028
2024-05-13,170200.0,173400.0,166700.0,168800.0,194986
2024-05-14,169700.0,171000.0,167400.0,169000.0,149640
2024-05-16,170900.0,176400.0,170900.0,176400.0,356236
2024-05-17,175800.0,175900.0,171500.0,173900.0,137793
2024-05-20,174500.0,183300.0,172000.0,179700.0,330945
2024-05-21,179700.0,185000.0,177600.0,184800.0,297763
2024-05-22,184800.0,190700.0,183800.0,188600.0,333982
2024-05-23,187100.0,193000.0,186000.0,188000.0,274677
2024-05-24,185700.0,190200.0,183400.0,184500.0,278995
2024-05-27,186000.0,188700.0,180100.0,181800.0,282997
2024-05-28,181900.0,185000.0,176000.0,178400.0,303540
2024-05-29,178500.0,187300.0,177500.0,186200.0,351606
2024-05-30,186200.0,194400.0,185000.0,188000.0,424722
2024-05-31,191300.0,200500.0,188000.0,194200.0,900054
2024-06-03,194200.0,194200.0,185100.0,187200.0,521445
2024-06-04,185400.0,187500.0,177100.0,179100.0,489512
2024-06-05,177000.0,180800.0,173200.0,177800.0,347741
2024-06-07,178800.0,181700.0,177100.0,180300.0,262763
2024-06-10,178100.0,179000.0,170000.0,176100.0,195519
2024-06-11,177300.0,184400.0,176100.0,178100.0,191562
2024-06-12,179700.0,194100.0,179600.0,191700.0,482692
2024-06-13,192200.0,194000.0,187700.0,189800.0,349886
2024-06-14,190000.0,193000.0,183300.0,186600.0,299303
2024-06-17,188000.0,189600.0,181200.0,185000.0,211170
2024-06-18,185300.0,185900.0,181400.0,181600.0,210477
2024-06-19,181600.0,186300.0,176400.0,178400.0,328821
2024-06-20,177400.0,178000.0,172300.0,172800.0,298065
2024-06-21,173100.0,174700.0,168600.0,172800.0,382123
2024-06-24,173600.0,176400.0,170700.0,172800.0,216322
2024-06-25,173500.0,175100.0,170000.0,174300.0,175749
2024-06-26,171100.0,178000.0,168000.0,177600.0,258640
2024-06-27,175900.0,179000.0,173900.0,176000.0,213451
2024-06-28,176000.0,177600.0,165700.0,167300.0,359622
2024-07-01,169700.0,170300.0,165500.0,167100.0,276943
2024-07-02,166100.0,167700.0,156800.0,158300.0,488601
2024-07-03,157900.0,159300.0,147000.0,151500.0,626286
2024-07-04,150200.0,150700.0,145900.0,148700.0,378157
2024-07-05,148100.0,153600.0,148000.0,149500.0,312915
2024-07-08,149100.0,152600.0,148400.0,151400.0,159089
2024-07-09,152300.0,155400.0,151100.0,153800.0,256053
2024-07-10,154000.0,155700.0,152400.0,154000.0,129212
2024-07-11,155600.0,156400.0,152600.0,153000.0,210258
2024-07-12,154000.0,157500.0,153500.0,154800.0,198253
2024-07-15,155200.0,156800.0,149600.0,150200.0,146403
2024-07-16,151400.0,151900.0,148000.0,149800.0,123002
2024-07-17,151500.0,163900.0,150700.0,162400.0,600580
2024-07-18,163700.0,174800.0,161700.0,167000.0,786048
2024-07-19,167200.0,169100.0,159800.0,163200.0,325273
2024-07-22,163200.0,178200.0,163200.0,177700.0,694963
2024-07-23,177700.0,179800.0,174000.0,175200.0,311934
2024-07-24,177900.0,185000.0,174400.0,179000.0,464328
2024-07-25,180700.0,184500.0,176000.0,177200.0,375644
2024-07-26,178500.0,181100.0,170000.0,170900.0,271020
2024-07-29,167700.0,183500.0,165000.0,182300.0,403171
2024-07-30,180100.0,182300.0,174300.0,178900.0,177973
2024-07-31,178500.0,187600.0,178000.0,181700.0,265304
2024-08-01,180200.0,183900.0,176500.0,177800.0,184003
2024-08-02,174700.0,180300.0,171900.0,178100.0,219570
2024-08-05,176800.0,177000.0,152100.0,159700.0,362819
2024-08-06,166800.0,177900.0,165100.0,165800.0,481321
2024-08-07,130700.0,134800.0,123200.0,124500.0,3345422
2024-08-08,123100.0,125000.0,120000.0,120500.0,934828
2024-08-09,121700.0,124200.0,119000.0,119000.0,795010
2024-08-12,118700.0,122400.0,118700.0,120600.0,426132
2024-08-13,121000.0,121200.0,115900.0,116900.0,506142
2024-08-14,117800.0,119300.0,117100.0,117900.0,337725
2024-08-16,120600.0,123300.0,120300.0,122900.0,592224
2024-08-19,123100.0,127000.0,121800.0,122900.0,470198
2024-08-20,123900.0,123900.0,120700.0,121500.0,227137
2024-08-21,121500.0,122100.0,120300.0,121100.0,203708
2024-08-22,122900.0,122900.0,120500.0,121900.0,172512
2024-08-23,120900.0,122100.0,120600.0,121800.0,143205
2024-08-26,122900.0,123000.0,120000.0,121000.0,169971
2024-08-27,121000.0,123200.0,120100.0,122300.0,173071
2024-08-28,122600.0,126900.0,122300.0,125500.0,554707
2024-08-29,125600.0,125900.0,123500.0,123600.0,191182
2024-08-30,124400.0,125100.0,123000.0,124400.0,270574
2024-09-02,125500.0,127000.0,124500.0,125300.0,237407
2024-09-03,125700.0,129300.0,124600.0,128200.0,361949
2024-09-04,124900.0,127100.0,124200.0,125500.0,217221
2024-09-05,126300.0,130400.0,125800.0,129400.0,313782
2024-09-06,128500.0,132500.0,128300.0,130900.0,385445
2024-09-09,129000.0,139300.0,128000.0,139300.0,522975
2024-09-10,139300.0,142000.0,136100.0,138600.0,371749
2024-09-11,138900.0,144800.0,137900.0,141500.0,300529
2024-09-12,143900.0,149900.0,142900.0,149900.0,542533
2024-09-13,148900.0,149500.0,139700.0,140600.0,560521
2024-09-19,141000.0,143700.0,138500.0,140700.0,214272
2024-09-20,142000.0,142500.0,136000.0,137700.0,288616
2024-09-23,139000.0,139200.0,136700.0,139000.0,113698
2024-09-24,139500.0,140300.0,136000.0,138200.0,175009
2024-09-25,141100.0,157600.0,141100.0,150700.0,1317095
2024-09-26,150500.0,151700.0,145800.0,146800.0,387698
2024-09-27,149000.0,158000.0,148900.0,152200.0,674934
2024-09-30,153500.0,154900.0,147700.0,147700.0,275123
2024-10-02,147600.0,147700.0,137300.0,137300.0,465410
2024-10-04,137400.0,138300.0,130400.0,131600.0,493089
2024-10-07,131700.0,132000.0,128500.0,130300.0,433695
2024-10-08,129700.0,130000.0,124500.0,125200.0,652203
2024-10-10,124800.0,130300.0,124800.0,130100.0,797793
2024-10-11,128800.0,128900.0,125200.0,125300.0,395311
2024-10-14,125000.0,125000.0,121900.0,124000.0,346912
2024-10-15,124500.0,125100.0,123000.0,124000.0,223578
2024-10-16,123600.0,124100.0,122100.0,122200.0,174810
2024-10-17,122200.0,123200.0,121200.0,122900.0,266681
2024-10-18,124000.0,126200.0,123200.0,125100.0,389038
2024-10-21,126900.0,127400.0,126000.0,126500.0,202255
2024-10-22,126200.0,126900.0,122500.0,124300.0,167638
2024-10-23,124500.0,125100.0,122800.0,123700.0,175687
2024-10-24,123500.0,124400.0,122100.0,123800.0,241348
2024-10-25,123800.0,123800.0,117000.0,117300.0,448558
2024-10-28,117800.0,121400.0,117300.0,120400.0,218723
2024-10-29,120200.0,120800.0,119400.0,120500.0,105574
2024-10-30,120500.0,122700.0,119400.0,120200.0,186832
2024-10-31,119300.0,120100.0,114600.0,116600.0,318389
2024-11-01,128000.0,128000.0,117900.0,120300.0,984533
2024-11-04,119900.0,127000.0,118700.0,125600.0,482400
2024-11-05,124700.0,128100.0,124500.0,127000.0,189804
2024-11-06,127400.0,127800.0,121600.0,122700.0,270636
2024-11-07,121900.0,125400.0,119000.0,124400.0,216339
2024-11-08,125600.0,127200.0,122200.0,123100.0,158707
2024-11-11,122000.0,122600.0,114600.0,116600.0,432703
2024-11-12,115500.0,116000.0,109000.0,111200.0,398699
2024-11-13,110000.0,113800.0,109100.0,111900.0,306808
2024-11-14,109500.0,111800.0,107000.0,107000.0,482218
2024-11-15,107700.0,112200.0,105800.0,108100.0,352147
2024-11-18,107000.0,111300.0,105000.0,110000.0,176154
2024-11-19,109000.0,111100.0,108700.0,110000.0,126252
2024-11-20,110000.0,111000.0,108200.0,110000.0,107610
2024-11-21,109900.0,110000.0,108600.0,108800.0,145879
2024-11-22,109200.0,111000.0,108400.0,109100.0,154982
2024-11-25,109900.0,112400.0,108400.0,108400.0,304503
2024-11-26,109300.0,111000.0,107000.0,109400.0,236832
2024-11-27,109700.0,109700.0,107800.0,108800.0,152353
2024-11-28,108700.0,109300.0,107100.0,109200.0,158978
2024-11-29,109200.0,109500.0,104200.0,104200.0,368136
2024-12-02,104800.0,105200.0,102900.0,103300.0,165400
2024-12-03,104500.0,109500.0,104500.0,109500.0,309770
2024-12-04,106900.0,109500.0,106200.0,108800.0,307177
2024-12-05,109000.0,109700.0,105000.0,105100.0,178011
2024-12-06,105000.0,105800.0,101600.0,102800.0,203246
2024-12-09,101100.0,102600.0,99500.0,99500.0,268453
2024-12-10,100400.0,108700.0,100400.0,106700.0,394293
2024-12-11,108300.0,111300.0,106800.0,111100.0,351929
2024-12-12,110900.0,115300.0,110700.0,111700.0,540579
2024-12-13,112400.0,114000.0,110400.0,111600.0,257494
2024-12-16,114500.0,115200.0,111700.0,111900.0,208055
2024-12-17,112200.0,112200.0,109000.0,110400.0,225553
2024-12-18,110700.0,111500.0,109100.0,110000.0,200341
2024-12-19,107000.0,110700.0,105500.0,109600.0,305075
2024-12-20,109000.0,112800.0,108500.0,109400.0,206596
2024-12-23,109700.0,113000.0,109500.0,110300.0,257933
2024-12-24,110900.0,111100.0,108400.0,109100.0,145065
2024-12-26,110100.0,111600.0,105500.0,108100.0,278029
2024-12-27,106900.0,108400.0,103600.0,105100.0,209637
2024-12-30,104400.0,105900.0,103400.0,104800.0,128245
2025-01-02,104800.0,105700.0,101500.0,103400.0,175447
2025-01-03,102800.0,108200.0,102800.0,108100.0,290349
2025-01-06,111000.0,117500.0,110500.0,115800.0,700258
2025-01-07,116300.0,116800.0,114300.0,115900.0,264102
2025-01-08,114300.0,116300.0,113800.0,115100.0,224757
2025-01-09,115700.0,119000.0,115200.0,115400.0,373910
2025-01-10,115900.0,119000.0,114100.0,115700.0,245346
2025-01-13,116600.0,119300.0,116200.0,117600.0,284860
2025-01-14,118300.0,118500.0,114900.0,115300.0,175448
2025-01-15,115800.0,117200.0,113200.0,114100.0,172645
2025-01-16,116000.0,123000.0,116000.0,122900.0,560625
2025-01-17,123300.0,124700.0,121800.0,124600.0,315655
2025-01-20,125000.0,125000.0,120100.0,123300.0,223595
