,Open,High,Low,Close,Volume
2024-04-29 04:00:00,17864.75,17949.0,17791.25,17904.25,528891
2024-04-30 04:00:00,17918.5,17920.25,17473.5,17571.25,677704
2024-05-01 04:00:00,17462.5,17793.25,17399.25,17438.25,791170
2024-05-02 04:00:00,17487.0,17755.25,17386.25,17649.75,635300
2024-05-03 04:00:00,17744.25,18050.25,17719.5,18000.75,556949
2024-05-06 04:00:00,18047.5,18201.25,17983.75,18195.5,395489
2024-05-07 04:00:00,18189.5,18266.25,18151.0,18199.5,469722
2024-05-08 04:00:00,18194.0,18242.25,18072.5,18186.5,453714
2024-05-09 04:00:00,18160.75,18240.25,18103.75,18214.5,471196
2024-05-10 04:00:00,18226.0,18348.0,18188.5,18255.0,473881
2024-05-13 04:00:00,18238.0,18336.25,18228.75,18295.5,411036
2024-05-14 04:00:00,18282.0,18433.0,18165.5,18415.0,555369
2024-05-15 04:00:00,18409.75,18707.0,18393.0,18691.75,605869
2024-05-16 04:00:00,18693.25,18760.75,18633.25,18650.0,548582
2024-05-17 04:00:00,18642.0,18686.75,18545.0,18635.25,489227
2024-05-20 04:00:00,18633.5,18794.5,18633.0,18763.0,470381
2024-05-21 04:00:00,18746.0,18808.75,18678.0,18799.25,426117
2024-05-22 04:00:00,18798.25,18891.0,18684.25,18786.75,578439
2024-05-23 04:00:00,18860.5,19023.25,18621.5,18696.25,851576
2024-05-24 04:00:00,18684.0,18926.0,18680.0,18876.0,552083
2024-05-28 04:00:00,18874.75,18980.5,18819.5,18940.5,642954
2024-05-29 04:00:00,18949.5,18949.75,18740.0,18802.75,573938
2024-05-30 04:00:00,18753.0,18787.0,18546.25,18606.5,619548
2024-05-31 04:00:00,18590.75,18668.25,18241.25,18591.0,834003
2024-06-03 04:00:00,18590.25,18755.5,18435.75,18646.25,669104
2024-06-04 04:00:00,18662.5,18753.25,18511.25,18701.0,616703
2024-06-05 04:00:00,18711.0,19090.5,18696.25,19074.25,575227
2024-06-06 04:00:00,19089.5,19124.5,19017.25,19060.25,524900
2024-06-07 04:00:00,19064.0,19155.0,18940.0,19037.75,612033
2024-06-10 04:00:00,19025.0,19129.75,18974.25,19109.75,571666
2024-06-11 04:00:00,19107.25,19257.5,18994.5,19242.25,564706
2024-06-12 04:00:00,19248.0,19612.25,19233.5,19496.5,691079
2024-06-13 04:00:00,19602.0,19691.0,19500.0,19602.5,584725
2024-06-14 04:00:00,19602.75,19699.5,19501.5,19685.5,584288
2024-06-17 04:00:00,19695.0,20001.0,19640.5,19921.25,423232
2024-06-18 04:00:00,19918.5,19996.5,19851.75,19919.25,201834
2024-06-20 04:00:00,19930.25,20095.0,19694.25,19763.25,157046
2024-06-21 04:00:00,19781.25,19819.25,19687.5,19747.2890625,590839
2024-06-24 04:00:00,20014.75,20030.25,19728.0,19750.75,683900
2024-06-25 04:00:00,19756.0,19981.25,19726.0,19972.25,574518
2024-06-26 04:00:00,19973.0,20070.5,19901.0,20012.5,590175
2024-06-27 04:00:00,19946.0,20116.75,19874.25,20039.5,589649
2024-06-28 04:00:00,20063.25,20273.25,19906.25,19927.25,750324
2024-07-01 04:00:00,19970.0,20074.0,19811.75,20052.0,639341
2024-07-02 04:00:00,20045.75,20259.25,19910.0,20255.25,621477
2024-07-03 13:30:00,20241.0,20435.25,20205.0,20411.5,395129
2024-07-05 04:00:00,20419.25,20639.5,20361.0,20620.75,600207
2024-07-08 04:00:00,20591.5,20688.0,20579.25,20659.75,497107
2024-07-09 04:00:00,20681.0,20771.75,20615.75,20678.5,569689
2024-07-10 04:00:00,20686.0,20916.75,20684.5,20899.75,576694
2024-07-11 04:00:00,20895.5,20983.75,20377.25,20441.75,906128
2024-07-12 04:00:00,20432.75,20741.0,20335.0,20524.0,724343
2024-07-15 04:00:00,20580.0,20797.0,20506.25,20583.75,703410
2024-07-16 04:00:00,20628.0,20684.5,20464.5,20598.0,629745
2024-07-17 04:00:00,20591.0,20597.75,19965.75,19997.5,854323
2024-07-18 04:00:00,20024.25,20162.5,19758.75,19899.25,964287
2024-07-19 04:00:00,19955.0,19979.75,19654.0,19713.0,774109
2024-07-22 04:00:00,19749.0,20044.75,19718.75,20001.0,657854
2024-07-23 04:00:00,19982.0,20084.75,19868.25,19925.0,601990
2024-07-24 04:00:00,19883.0,19883.0,19168.75,19203.25,846812
2024-07-25 04:00:00,19260.0,19390.5,18883.25,18992.25,992015
2024-07-26 04:00:00,19003.0,19297.75,18995.0,19174.5,694702
2024-07-29 04:00:00,19171.75,19377.25,19113.25,19209.25,600017
2024-07-30 04:00:00,19217.0,19319.75,18725.0,18936.25,745002
2024-07-31 04:00:00,18865.75,19648.0,18861.75,19505.25,762246
2024-08-01 04:00:00,19593.25,19717.0,18854.0,19023.25,920616
2024-08-02 04:00:00,18956.5,18979.75,18385.75,18556.25,842228
2024-08-05 04:00:00,18390.0,18390.0,17351.0,18013.25,937137
2024-08-06 04:00:00,18165.75,18483.25,17966.0,18179.0,697089
2024-08-07 04:00:00,18033.0,18558.5,17836.25,17966.5,725244
2024-08-08 04:00:00,17873.0,18593.5,17741.75,18525.25,663957
2024-08-09 04:00:00,18550.25,18674.5,18383.0,18616.0,501761
2024-08-12 04:00:00,18590.0,18765.25,18515.0,18639.5,469892
2024-08-13 04:00:00,18648.25,19122.5,18628.5,19104.25,497670
2024-08-14 04:00:00,19099.25,19203.5,18925.5,19115.0,553997
2024-08-15 04:00:00,19142.5,19603.25,19100.5,19581.25,522322
2024-08-16 04:00:00,19570.25,19683.0,19447.5,19605.75,458933
2024-08-19 04:00:00,19629.0,19871.75,19525.25,19857.75,429305
2024-08-20 04:00:00,19857.75,19931.0,19743.0,19809.5,485435
2024-08-21 04:00:00,19803.0,19981.75,19771.5,19909.5,479077
2024-08-22 04:00:00,19921.25,20025.25,19542.0,19578.25,630179
2024-08-23 04:00:00,19621.5,19904.25,19591.75,19790.75,581201
2024-08-26 04:00:00,19787.75,19846.25,19505.5,19591.25,473540
2024-08-27 04:00:00,19558.75,19694.25,19441.5,19653.75,441146
2024-08-28 04:00:00,19635.5,19691.0,19227.25,19415.75,537278
2024-08-29 04:00:00,19217.0,19693.5,19140.25,19393.25,669705
2024-08-30 04:00:00,19445.75,19632.75,19370.5,19623.0,495609
2024-09-03 04:00:00,19599.0,19683.0,18911.0,19006.5,698442
2024-09-04 04:00:00,18993.75,19114.75,18825.75,18962.5,582116
2024-09-05 04:00:00,18965.75,19150.5,18827.25,18963.5,585125
2024-09-06 04:00:00,18921.0,18972.25,18339.75,18458.25,726350
2024-09-09 04:00:00,18400.0,18734.5,18386.0,18692.25,726350
2024-09-10 04:00:00,18727.0,18878.5,18582.25,18864.0,536220
2024-09-11 04:00:00,18837.75,19293.5,18547.0,19271.0,729344
2024-09-12 04:00:00,19241.5,19483.5,19185.0,19447.25,581032
2024-09-13 04:00:00,19419.5,19577.25,19398.25,19530.25,467948
2024-09-16 04:00:00,19498.0,19546.5,19299.25,19433.0,339781
2024-09-17 04:00:00,19426.5,19615.5,19341.0,19439.25,254059
2024-09-18 04:00:00,19451.0,19660.0,19331.0,19349.25,138848
2024-09-19 04:00:00,19420.5,19966.25,19408.75,19850.25,134917
2024-09-20 04:00:00,19831.25,19838.25,19746.5,19808.009765625,479646
2024-09-23 04:00:00,20040.0,20164.0,19955.25,20080.0,394947
2024-09-24 04:00:00,20063.25,20214.75,19953.0,20167.75,457126
2024-09-25 04:00:00,20183.75,20271.0,20064.25,20192.0,405050
2024-09-26 04:00:00,20242.0,20538.0,20188.0,20346.25,509755
2024-09-27 04:00:00,20345.0,20395.75,20173.0,20221.5,435634
2024-09-30 04:00:00,20198.5,20287.0,20056.0,20261.25,510434
2024-10-01 04:00:00,20234.25,20331.75,19818.0,19975.0,662776
2024-10-02 04:00:00,19975.25,20090.25,19833.5,20009.75,475599
2024-10-03 04:00:00,20055.5,20113.75,19852.0,19990.25,526765
2024-10-04 04:00:00,19965.5,20263.75,19941.5,20227.25,560070
2024-10-07 04:00:00,20220.0,20267.25,19948.0,19992.75,450371
2024-10-08 04:00:00,20025.75,20329.5,19902.5,20298.5,444750
2024-10-09 04:00:00,20294.25,20482.75,20196.0,20463.5,421249
2024-10-10 04:00:00,20445.25,20508.25,20301.5,20429.75,450569
2024-10-11 04:00:00,20435.0,20494.25,20314.75,20450.0,385312
2024-10-14 04:00:00,20432.5,20680.0,20383.25,20619.25,395756
2024-10-15 04:00:00,20638.75,20659.25,20254.0,20342.0,522391
2024-10-16 04:00:00,20334.5,20398.5,20206.25,20349.5,417571
2024-10-17 04:00:00,20328.0,20594.75,20276.75,20368.0,535486
2024-10-18 04:00:00,20384.0,20529.75,20320.75,20483.5,385566
2024-10-21 04:00:00,20496.25,20554.5,20343.75,20519.5,456078
2024-10-22 04:00:00,20536.5,20602.25,20360.25,20542.0,476324
2024-10-23 04:00:00,20521.0,20542.5,20079.0,20220.5,619162
2024-10-24 04:00:00,20294.25,20428.5,20261.75,20380.25,462552
2024-10-25 04:00:00,20388.5,20707.25,20364.0,20498.75,585929
2024-10-28 04:00:00,20525.5,20676.5,20486.0,20497.0,430120
2024-10-29 04:00:00,20513.0,20760.25,20432.25,20696.5,498020
2024-10-30 04:00:00,20734.0,20788.5,20472.5,20534.75,519409
2024-10-31 04:00:00,20482.0,20495.75,20008.5,20021.75,686677
2024-11-01 04:00:00,20071.0,20288.0,20017.0,20153.25,554025
2024-11-04 05:00:00,20138.0,20248.5,20013.0,20086.0,520521
2024-11-05 05:00:00,20130.75,20385.5,20041.75,20341.75,450115
2024-11-06 05:00:00,20360.5,20935.25,20323.5,20894.0,632408
2024-11-07 05:00:00,20923.5,21253.0,20861.5,21224.75,462805
2024-11-08 05:00:00,21224.25,21265.0,21121.75,21231.25,401943
2024-11-11 05:00:00,21249.75,21340.75,21098.25,21217.75,456006
2024-11-12 05:00:00,21221.0,21251.75,21054.75,21189.5,511372
2024-11-13 05:00:00,21178.0,21268.5,21056.5,21159.5,533739
2024-11-14 05:00:00,21167.0,21190.25,20950.5,21011.75,561950
2024-11-15 05:00:00,20977.5,20981.5,20405.25,20493.75,691851
2024-11-18 05:00:00,20504.0,20724.25,20476.0,20633.5,525474
2024-11-19 05:00:00,20633.25,20792.5,20382.5,20767.75,553617
2024-11-20 05:00:00,20762.25,20843.25,20477.0,20749.0,619493
2024-11-21 05:00:00,20738.0,20905.75,20514.25,20829.5,698342
2024-11-22 05:00:00,20794.0,20880.0,20693.25,20849.75,541554
2024-11-25 05:00:00,20935.0,21081.0,20780.25,20880.25,544568
2024-11-26 05:00:00,20906.25,21024.75,20755.0,20993.5,505254
2024-11-27 05:00:00,20990.75,21019.0,20675.0,20813.0,520026
2024-11-29 14:30:00,20813.0,21017.5,20805.5,20993.5,339955
2024-12-02 05:00:00,20995.25,21259.75,20940.0,21218.0,475464
2024-12-03 05:00:00,21220.0,21329.0,21134.25,21281.5,444143
2024-12-04 05:00:00,21323.0,21548.5,21305.75,21536.5,461922
2024-12-05 05:00:00,21513.25,21567.25,21437.5,21473.25,421035
2024-12-06 05:00:00,21450.0,21669.25,21424.75,21656.75,459878
2024-12-09 05:00:00,21649.0,21706.25,21436.0,21483.75,517123
2024-12-10 05:00:00,21479.25,21606.75,21352.75,21405.25,544406
2024-12-11 05:00:00,21436.0,21820.0,21405.75,21793.5,547213
2024-12-12 05:00:00,21756.75,21772.5,21604.25,21651.25,510307
2024-12-13 05:00:00,21720.75,21908.0,21666.5,21795.75,639403
2024-12-16 05:00:00,21780.25,22152.5,21762.0,22110.25,482433
2024-12-17 05:00:00,22115.0,22124.5,21942.25,22014.75,277298
2024-12-18 05:00:00,22010.0,22083.75,21034.25,21218.75,209588
2024-12-19 05:00:00,21218.5,21424.25,21080.0,21112.75,124728
2024-12-20 05:00:00,21151.5,21151.5,20745.0,20947.98046875,864714
2024-12-23 05:00:00,21566.0,21776.75,21476.75,21753.25,508598
2024-12-24 14:30:00,21743.25,22049.75,21709.0,22028.5,261201
2024-12-26 05:00:00,22049.5,22111.25,21870.25,22008.0,407116
2024-12-27 05:00:00,21990.75,22008.0,21498.75,21698.5,572604
2024-12-30 05:00:00,21711.0,21742.75,21253.0,21416.25,530975
2024-12-31 05:00:00,21390.25,21524.75,21182.0,21226.5,477280
2025-01-02 05:00:00,21269.0,21490.5,20983.75,21167.5,664742
2025-01-03 05:00:00,21186.75,21559.25,21144.0,21516.5,488243
2025-01-06 05:00:00,21532.25,21896.75,21478.25,21744.5,574300
2025-01-07 05:00:00,21781.25,21806.0,21279.5,21359.75,645144
2025-01-08 05:00:00,21380.75,21448.25,21166.25,21360.75,637114
2025-01-09 05:00:00,21334.75,21347.25,21218.0,21301.5,77170
2025-01-10 05:00:00,21302.75,21372.5,20874.75,21016.0,703964
2025-01-13 05:00:00,21027.5,21037.0,20694.0,20947.25,617059
2025-01-14 05:00:00,21020.0,21143.75,20773.5,20919.5,676188
2025-01-15 05:00:00,20977.0,21452.75,20909.0,21400.25,551806
2025-01-16 05:00:00,21389.0,21567.25,21172.25,21249.75,598631
2025-01-17 05:00:00,21227.5,21682.5,21209.25,21594.75,594110
2025-01-21 05:00:00,21600.0,21783.5,21377.75,21709.5,662316
2025-01-22 05:00:00,21809.25,22093.5,21768.25,22000.5,508606
2025-01-23 05:00:00,21981.75,22050.5,21855.5,22038.25,476286
2025-01-24 05:00:00,22018.5,22078.25,21844.0,21911.25,522901
2025-01-27 05:00:00,21771.0,21771.0,20763.75,21258.5,1056136
2025-01-28 05:00:00,21343.25,21626.0,21159.5,21581.75,663336
2025-01-29 05:00:00,21559.0,21697.0,21367.0,21523.25,629631
2025-01-30 05:00:00,21547.75,21748.75,21419.5,21624.75,618073
2025-01-31 05:00:00,21680.0,21966.0,21533.75,21589.25,655811
2025-02-03 05:00:00,21200.0,21579.75,20943.0,21405.0,728140
2025-02-04 05:00:00,21592.0,21694.0,21242.5,21670.25,497143
2025-02-05 05:00:00,21562.0,21795.0,21429.75,21763.0,497655
2025-02-06 05:00:00,21764.5,21882.25,21705.75,21871.75,438729
2025-02-07 05:00:00,21817.75,21968.0,21552.75,21590.75,598869
2025-02-10 05:00:00,21463.25,21894.0,21418.0,21846.5,391625
2025-02-11 05:00:00,21832.0,21871.5,21669.5,21786.75,423200
2025-02-12 05:00:00,21794.25,21862.5,21510.75,21804.75,545408
2025-02-13 05:00:00,21861.25,22124.0,21753.0,22113.25,536739
2025-02-14 05:00:00,22071.0,22225.0,22042.5,22196.25,433212
2025-02-18 05:00:00,22235.75,22319.75,22102.75,22232.25,567203
2025-02-19 05:00:00,22224.5,22299.75,22118.0,22250.5,496442
2025-02-20 05:00:00,22213.0,22235.5,21951.0,22141.75,563585
2025-02-21 05:00:00,22136.0,22245.5,21652.75,21679.25,708349
2025-02-24 05:00:00,21700.75,21813.0,21407.5,21420.25,670634
2025-02-25 05:00:00,21442.5,21453.75,20990.0,21149.0,805678
2025-02-26 05:00:00,21230.5,21409.25,21055.0,21187.0,646236
2025-02-27 05:00:00,21249.0,21386.5,20583.25,20605.75,854180
2025-02-28 05:00:00,20649.5,20944.25,20460.5,20919.5,845890
2025-03-03 05:00:00,21005.25,21121.0,20316.75,20468.25,833041
2025-03-04 05:00:00,20527.0,20732.5,20075.25,20399.0,958071
2025-03-05 05:00:00,20555.0,20725.0,20215.0,20665.0,783638
2025-03-06 05:00:00,20605.25,20647.5,20003.0,20089.25,763150
2025-03-07 05:00:00,20214.5,20286.25,19765.5,20229.75,763257
2025-03-10 04:00:00,20147.0,20156.5,19272.25,19452.75,798366
2025-03-11 04:00:00,19440.0,19686.75,19139.25,19399.0,857876
2025-03-12 04:00:00,19412.75,19788.75,19387.0,19618.5,702688
2025-03-13 04:00:00,19572.0,19694.0,19170.0,19249.0,761160
2025-03-14 04:00:00,19312.75,19742.5,19296.75,19712.0,742663
2025-03-17 04:00:00,19668.25,19959.25,19550.5,19831.75,584953
2025-03-18 04:00:00,19821.0,19858.0,19397.75,19496.75,360195
2025-03-19 04:00:00,19496.75,19935.0,19455.5,19746.75,210518
2025-03-20 04:00:00,19746.75,19898.75,19530.25,19678.5,116159
2025-03-21 04:00:00,19690.75,19728.75,19408.0,19450.810546875,605235
2025-03-24 04:00:00,20050.5,20409.5,20050.5,20374.25,555043
2025-03-25 04:00:00,20353.0,20524.75,20293.0,20488.5,470886
2025-03-26 04:00:00,20511.5,20536.75,20045.0,20116.5,620685
2025-03-27 04:00:00,20046.0,20199.5,19937.25,19990.25,634738
2025-03-28 04:00:00,19995.25,20011.75,19357.5,19457.0,696397
2025-03-31 04:00:00,19319.75,19489.75,18976.75,19439.5,842547
2025-04-01 04:00:00,19411.25,19644.0,19261.25,19604.5,790964
2025-04-02 04:00:00,19600.5,20044.25,19076.75,19758.0,835319
2025-04-03 04:00:00,19020.0,19177.0,18614.0,18675.5,893793
2025-04-04 04:00:00,18660.0,18713.0,17387.5,17539.0,1199851
2025-04-07 04:00:00,17100.0,18361.5,16460.0,17563.25,1140389
2025-04-08 04:00:00,17665.0,18357.25,16973.5,17243.75,956641
2025-04-09 04:00:00,17220.25,19386.75,16735.0,19288.75,1086917
2025-04-10 04:00:00,19266.75,19383.5,17919.0,18484.5,975104
2025-04-11 04:00:00,18464.75,18873.5,18067.0,18807.5,667630
2025-04-14 04:00:00,19225.0,19256.0,18737.5,18934.75,570510
2025-04-15 04:00:00,18902.5,19144.75,18809.0,18960.25,525790
2025-04-16 04:00:00,18790.0,18861.25,18116.25,18385.25,683175
2025-04-17 04:00:00,18391.25,18652.75,18261.5,18380.75,629368
2025-04-21 04:00:00,18306.25,18383.5,17700.0,17922.25,484750
2025-04-22 04:00:00,17914.0,18514.0,17863.75,18385.0,619146
2025-04-23 04:00:00,18646.0,19165.5,18623.75,18804.0,733977
2025-04-24 04:00:00,18826.5,19418.0,18594.75,19322.0,599457
2025-04-25 04:00:00,19405.0,19589.0,19216.25,19535.25,587589
2025-04-28 04:00:00,19524.5,19623.0,19257.25,19528.0,514474
2025-04-29 04:00:00,19478.25,19688.5,19378.0,19642.0,565539
2025-04-30 04:00:00,19599.75,19880.0,19103.75,19658.5,713642
2025-05-01 04:00:00,19834.0,20125.75,19757.25,19870.75,588901
2025-05-02 04:00:00,19782.5,20276.75,19749.5,20195.25,517806
2025-05-05 04:00:00,20181.5,20201.75,19966.0,20055.5,418875
2025-05-06 04:00:00,20014.25,20036.75,19739.0,19876.5,514526
2025-05-07 04:00:00,19809.0,20133.75,19678.75,19961.0,597360
2025-05-08 04:00:00,19934.5,20337.25,19910.75,20148.0,567597
2025-05-09 04:00:00,20157.0,20288.75,20058.0,20136.75,453686
2025-05-12 04:00:00,20398.5,20996.0,20376.75,20948.75,638564
2025-05-13 04:00:00,20954.75,21346.5,20818.0,21278.0,526706
2025-05-14 04:00:00,21250.0,21419.5,21238.25,21392.5,513593
2025-05-15 04:00:00,21379.75,21529.75,21192.0,21400.25,542990
2025-05-16 04:00:00,21396.0,21512.0,21320.25,21506.0,419242
2025-05-19 04:00:00,21310.75,21544.5,21112.5,21527.0,520282
2025-05-20 04:00:00,21513.0,21562.25,21298.0,21447.25,437865
2025-05-21 04:00:00,21414.75,21558.5,21072.75,21156.75,605668
2025-05-22 04:00:00,21145.0,21337.5,21040.0,21178.25,512634
2025-05-23 04:00:00,21223.75,21236.0,20727.0,20975.0,528055
2025-05-27 04:00:00,20978.0,21488.5,20954.25,21460.5,531358
2025-05-28 04:00:00,21480.0,21567.5,21321.25,21379.75,421653
2025-05-29 04:00:00,21513.0,21858.75,21301.0,21408.5,563888
2025-05-30 04:00:00,21371.25,21433.5,21071.5,21376.75,551092
2025-06-02 04:00:00,21303.75,21576.25,21163.0,21534.5,434593
2025-06-03 04:00:00,21555.0,21759.75,21399.25,21706.0,427859
2025-06-04 04:00:00,21688.25,21803.0,21641.0,21766.5,403012
2025-06-05 04:00:00,21744.75,21935.0,21503.5,21582.25,0
2025-06-06 04:00:00,21471.0,21873.5,21471.0,21789.5,466591
