date,equity
20250806,1.007361963190184
20250806,0.9358007308324114
20250806,0.8885039429925061
20250806,0.9396408605748087
20250806,0.8732155861895498
20250807,0.9265879314071844
20250807,0.8753952280145223
20250807,0.8573289099879562
20250807,0.7867253526948305
20250808,0.828889069579484
20250808,0.8002694469816256
20250808,0.751364091888304
20250808,0.6998547800747988
20250811,0.7501596003323822
20250811,0.6943856523522793
20250812,0.6867550407879686
20250812,0.6365987737641282
20250812,0.672077362802281
20250812,0.6861322125947241
20250813,0.7038551848757687
20250813,0.7520397688691833
20250813,0.7477505686665074
20250813,0.6971042042712039
20250813,0.6616152629628517
20250814,0.706061585810644
20250814,0.6584763787523675
20250814,0.7322364619120014
20250814,0.7631248486427807
20250814,0.7932481979313115
20250819,0.7902434699088444
20250819,0.8335187075467098
20250819,0.8799173632351946
20250819,0.824922528032995
20250819,0.9011309301365293
20250820,0.9547351816076733
20250820,1.0015640343592007
20250820,1.1494223452312093
20250820,1.1273604959945258
20250821,1.0705555097622435
20250821,1.0934662307882836
20250821,1.1144607824194188
20250822,1.067670444226237
20250822,1.2353211751377948
20250822,1.2782473935788765
20250822,1.3442214526023022
20250825,1.33906129347523
20250825,1.367153488443242
20250825,1.4638480377240999
20250825,1.5804798325996785
20250826,1.5614706249910915
20250826,1.5790122970022253
20250826,1.5790122970022253
20250826,1.5612456326196404
20250826,1.589991236902626
20250827,1.5612431338710069
20250827,1.5205150521178503
20250827,1.448598799652817
20250827,1.6764425877097302
20250827,1.8106712678743266
20250828,1.7299670627919281
20250828,1.8588620360637624
20250828,2.0925643120339044
20250828,2.02562553710097
20250828,1.919931251410387
20250829,1.8821266979367648
20250829,1.7829597833795316
20250829,1.9541642758092188
20250829,2.2093258532237985
20250829,2.1709695016053296
20250902,2.538422680130319
20250902,2.3472864941759886
20250902,2.410833179957458
20250902,2.4821596053999864
20250902,2.4467507665212422
20250904,2.3921510283561935
20250904,2.436685754947931
20250904,2.6754110293070057
20250904,2.517611987363965
20250904,2.7427962108827386
20250905,2.5221959794444486
20250905,2.6280659341371786
20250905,2.8111532561089994
20250905,2.826936751431047
20250905,2.7401967116381836
20250908,2.713104371268879
20250908,2.7451382231609873
20250908,2.8802808068008012
20250908,2.921525878019906
20250908,2.658395070463146
20250909,2.3913687799032317
20250909,2.4201111931232226
20250909,2.4684443695907334
20250909,2.5923662731653287
20250909,2.7619325261149954
20250910,2.8604322595713074
20250910,3.152420149148574
20250910,3.254462661833145
20250910,2.923850581900889
20250910,2.658400862849807
20250911,2.7835466951950902
20250911,3.0363952023913052
20250911,2.8418761347381123
20250911,2.9576366364951685
20250911,3.0817332785858746
20250912,3.131553447061859
20250912,3.1547501392623167
20250912,3.4098371967274215
20250912,4.006541176660598
20250912,4.416567320470893
20250916,5.067564237650129
20250916,6.16929867754791
20250916,6.301183922436108
20250916,6.332224237324956
20250916,6.458974347162988
20250917,7.267507826592023
20250917,8.550355361974258
20250917,8.435585491343732
20250917,8.444600620876466
20250917,8.686450757989872
20250918,8.957902344177056
20250918,8.78842485166576
20250918,9.070522439497006
20250918,10.386586861728436
20250918,12.45810398612581
20250919,14.22508435092016
20250919,13.93583377383013
20250919,14.100171436257371
20250919,16.53924557267751
20250919,16.965471709214423
20250922,17.557782442204452
20250922,20.430874114565178
20250922,20.146453593248726
20250922,22.40744587255805
20250922,21.51735172414467
20250923,24.009377283250885
20250923,25.32989303382968
20250923,25.93878469329674
20250923,25.709629279856266
