date,open,high,low,close,volume,TEMA20,DEMA20,DEMA10,EMA60,MACD_OSC,MACD_LINE,MACD_SIGNAL,RSI_TEMA,RSI_DEMA,OBV,VOL_MA5,EMA60_SLOPE,TEMA20_SLOPE,DEMA20_SLOPE,OBV_SLOPE20
2024-07-03,21690.0,21770.0,21645.0,21770.0,3811172,21770.0,21770.0,21770.0,21770.0,0.0,0.0,0.0,50.0,50.0,0.0,,,,,
2024-07-04,21990.0,21990.0,21845.0,21875.0,2429176,21797.233560090703,21789.04761904762,21804.710743801654,21773.442622950817,6.700854700856143,8.37606837607018,1.675213675214036,50.0,50.0,2429176.0,,,,,
2024-07-05,21875.0,21960.0,21820.0,21935.0,4433498,21835.01457725947,21816.30385487528,21850.105184072127,21778.739586132757,14.363337959923083,19.62938612511789,5.266048165194807,50.0,50.0,6862674.0,,,,,
2024-07-08,22100.0,22190.0,22100.0,22190.0,6911489,21931.836580437168,21885.950761256885,21967.597158664026,21792.223534128407,34.63857882716681,48.56427169915332,13.92569287198651,50.0,50.0,13774163.0,,,,,
2024-07-09,22310.0,22395.0,22310.0,22355.0,4601948,22053.2971148363,21975.653097217728,22108.146425666404,21810.675221534035,55.93385211259117,83.84300801272548,27.909155900134305,50.0,50.0,18376111.0,4437456.6,,,,
2024-07-10,22390.0,22500.0,22390.0,22460.0,9396506,22178.813865908673,22071.571307859434,22245.104317604644,21831.964558532916,72.79558414974393,118.90363608731423,46.108051937570295,50.0,50.0,27772617.0,5554523.4,,,,
2024-07-11,22620.0,22665.0,22605.0,22635.0,10119557,22325.21055715829,22185.35858407308,22401.742102535052,21858.293589400688,90.29585917429483,158.97787590543885,68.68201673114402,50.0,50.0,37892174.0,7092599.6,,,,
2024-07-12,21895.0,21940.0,21495.0,21940.0,7324432,22262.41863012517,22156.505460211025,22284.557740297216,21860.972488108862,51.55179718869721,133.12176321701554,81.56996602831833,30.45520687701128,38.75948816762389,30567742.0,7670786.4,,,,
2024-07-15,21940.0,22135.0,21935.0,22135.0,6708328,22259.14239393941,22166.296844439945,22259.18448159926,21869.956996695455,36.26612597389807,126.90262349569093,90.63649752179286,42.888607919566056,49.2060163752352,37276070.0,7630154.2,,,,
2024-07-16,22170.0,22205.0,22150.0,22185.0,4952691,22267.282654472205,22183.09843702244,22254.622730517178,21880.286275492326,27.14880068260109,124.57249837504423,97.42369769244314,44.758418883886,51.63494908050124,42228761.0,7700302.8,,,,
