date,open,high,low,close,volume,TEMA20,DEMA20,DEMA10,EMA20,EMA60,VOL_MA5,VOL_MA20,TURNOVER_MA20,MACD_OSC,MACD_LINE,MACD_SIGNAL,RSI_TEMA,RSI_DEMA,OBV,ATR,ATR_PCT,GAP_PCT,EXT_TEMA20_PCT,EMA60_SLOPE,TEMA20_SLOPE,DEMA20_SLOPE,OBV_SLOPE20
2025-06-10,30000.0,37600.0,25600.0,26250.0,14173687,26250.0,26250.0,26250.0,26250.0,26250.0,,,,0.0,0.0,0.0,50.0,50.0,0.0,,,0.0,0.0,,,,
2025-06-11,25350.0,25750.0,22650.0,22900.0,1881971,25381.119749487094,25642.290249433107,25142.561983471074,25930.95238095238,26140.16393442623,,,,-213.78917378917396,-267.23646723646743,-53.44729344729349,0.0,0.0,-1881971.0,,,-11.688550179046919,-9.775454250938765,,,,
2025-06-12,23000.0,23550.0,21750.0,22400.0,919602,24542.544773011232,25029.246301695275,24161.79564237415,25594.671201814057,26017.535608707338,,,,-368.0024675124389,-513.4503778378421,-145.44791032540323,0.0,0.0,-2801573.0,,,-12.481782542248986,-8.729921011969921,,,,
2025-06-13,22250.0,22800.0,20050.0,20450.0,791154,23357.10954503817,24149.822604778863,22802.380301891946,25104.702515927,25834.993457602177,,,,-568.4874985775315,-856.0572835473176,-287.56978496978616,0.0,0.0,-3592727.0,,,-18.541157828793033,-12.446358310871286,,,,
2025-06-16,20250.0,22550.0,19970.0,21050.0,1594532,22554.169876121592,23505.216607032973,22012.940931754536,24718.540371553,25678.108426205385,3872189.2,,,-623.4342608242296,-1066.8626110000732,-443.4283501758436,14.136740765216103,14.270024090418104,-1998195.0,,,-14.841249994578531,-6.6691431534976475,,,,
2025-06-17,21050.0,21900.0,20050.0,20150.0,571376,21679.920137279918,22792.011093168127,21155.119834992976,24283.441288547954,25496.858969608485,1151727.0,,,-678.5856185864657,-1291.6603734089258,-613.0747548224601,13.934491166089572,11.377421888999464,-2569571.0,,,-17.021645488513528,-7.056853196839641,,,,
2025-06-18,20450.0,21000.0,20100.0,20200.0,408033,20997.27689964245,22193.29173970354,20564.17778393795,23894.542118210054,25323.191462408206,856939.4,,,-668.8006730316765,-1449.0755961120558,-780.2749230803793,23.08668723822477,12.78527663391219,-2161538.0,,,-15.461866144714442,-3.7970490338012586,,,,
2025-06-19,20250.0,20850.0,20100.0,20250.0,252313,20474.52509712483,21694.1741579359,20173.078467646974,23547.442868856717,25156.85731609974,723481.6,,,-617.3035215795585,-1551.9043250548275,-934.600803475269,62.49002180313202,14.542817421620256,-1909225.0,,,-14.00340107934962,-1.0966071059511973,,,,
2025-06-20,20200.0,21700.0,20100.0,21000.0,532612,20266.15279769589,21408.554784580207,20161.74492640601,23304.829262298936,25020.56691229319,671773.2,,,-496.28220907912873,-1554.95356482418,-1058.6713557450512,221.23293646487468,37.03308343290645,-1376613.0,,,-9.889921253478317,3.621048403363192,,,,
2025-06-23,20600.0,21000.0,20100.0,20250.0,225931,19926.6257257768,21034.98831537447,19933.935037594918,23013.89314207999,24864.15488238194,398053.0,,,-432.62400470438433,-1599.4513616255317,-1166.8273569211474,157.15977568303612,28.486973058796636,-1602544.0,,,-12.009672266298654,1.6228250516337361,,,,
2025-06-24,20550.0,20800.0,20000.0,20250.0,179509,19674.305737180992,20722.068930692454,19791.882631445507,22750.665223786655,24712.871115746464,319679.6,,,-359.4076679774571,-1616.0869418929688,-1256.6792739155117,-230.83000029084468,29.088156062705607,-1602544.0,,,-10.991613648167608,2.9261223776300582,,,,
2025-06-25,20250.0,20350.0,19160.0,19160.0,278939,19210.791110417118,20263.90073660407,19351.603495710926,22408.697107235545,24530.809767689203,293860.8,,,-352.7806912046958,-1697.6551379213815,-1344.8744467166857,83.9805736205106,18.489877676669664,-1881483.0,,,-14.497483239159736,-0.26438843733810335,,,,
2025-06-26,19200.0,19410.0,18490.0,18560.0,138007,18701.940029689114,19769.990711632818,18852.19007441056,22042.154525594062,24335.045513010868,270999.6,,,-356.16331844780757,-1790.0785947764452,-1433.9152763286377,49.71839864209406,14.643008893857967,-2019490.0,,,-15.797704900175646,-0.758958853807612,,,,
2025-06-27,18540.0,18790.0,17600.0,17600.0,169892,18063.693699751995,19180.554244827486,18190.857451080206,21619.0921898232,24114.224348649852,198455.6,,,-387.80503938739025,-1918.6715755628757,-1530.8665361754854,15.689488726882317,10.109762137815082,-2189382.0,2345.0,13.323863636363637,-18.590476207484407,-2.566992706250115,,,,
2025-06-30,17530.0,17840.0,16800.0,16960.0,175888,17404.01065347126,18567.60916207004,17517.04445691426,21175.369124125755,23879.659615907232,188447.0,,,-414.194762937874,-2048.609989847828,-1634.4152269099538,7.88681518226808,7.807360655839815,-2365270.0,1562.142857142857,9.210747978436657,-19.9069451843607,-2.551197320617027,,,,
2025-07-01,17210.0,18050.0,17060.0,17880.0,95218,17133.181799642043,18218.167866097883,17351.697098607663,20861.524445637588,23682.94946456601,171588.8,,,-335.4096541542183,-2053.6772946027268,-1718.2676404485085,71.37484909227419,33.479072161069965,-2270052.0,1382.857142857143,7.734100351550016,-14.291977814982083,4.358899643343306,,,,
2025-07-02,18140.0,18350.0,17070.0,18320.0,92329,17056.84609570286,18008.86859328532,17403.929128217038,20619.474498434007,23507.11505589171,134266.8,,,-224.70105581154758,-1999.143960212943,-1774.4429044013955,97.73608807783849,44.05763619553156,-2177723.0,1345.7142857142858,7.3456019962570185,-11.1519549084951,7.4055537419392525,,,,
2025-07-03,18320.0,18650.0,18180.0,18310.0,39502,17022.092183412504,17838.54543714365,17465.871920659112,20399.524546202196,23336.71784094444,114565.8,,,-127.99276989586679,-1934.433866771229,-1806.4410968753623,132.5586471874392,45.248280170435976,-2217225.0,1182.857142857143,6.460170086603729,-10.243006112567487,7.566095887099711,,,,
2025-07-04,18310.0,18320.0,17730.0,17740.0,33828,16874.63280678272,17599.99477701731,17346.813065329952,20146.23649418294,23153.2188953397,87353.0,,,-80.57538705388697,-1907.160330692721,-1826.584943638834,70.821006362427,35.32297822345893,-2251053.0,1040.7142857142858,5.866484135931713,-11.943851125135563,5.128213473595977,,,,
2025-07-07,17740.0,17750.0,17240.0,17280.0,25188,16662.21031283582,17322.541789684707,17128.044308776392,19873.26158997504,22960.654341394136,57213.0,1128975.55,27439549527.0,-59.334694271345825,-1900.7533114780163,-1841.4186172066704,44.10523185840982,28.65482887142244,-2276241.0,945.0,5.46875,-13.04899841545486,3.707729500258816,-176.27386894000537,-490.54057349611287,-469.6750066911108,-19379.89624060151
2025-07-08,17450.0,17450.0,17120.0,17310.0,25366,16522.988553624975,17100.476720329127,16996.536486330573,19629.141438548846,22775.386985938592,43242.6,421559.5,8858539612.5,-24.208624864470494,-1871.6793982872587,-1847.4707734227882,55.25757426912965,30.400850735993316,-2250875.0,904.2857142857143,5.224065362713543,-11.814787956004945,4.763130131215654,-179.28818557527725,-446.38983330156793,-444.2799830213834,10336.0548872181
2025-07-09,17530.0,18560.0,17390.0,18150.0,89450,16653.061283810468,17072.976954073616,17196.550704814592,19488.270825353717,22623.734953612737,42666.8,331933.45,6784858692.5,69.5266470499771,-1760.562464610317,-1830.089111660294,96.5738568274123,59.15245122378666,-2161425.0,940.0,5.179063360881543,-6.8670578182475905,8.988970200000423,-180.9782315061264,-399.4729882156665,-415.1145486459555,14999.306015037651
2025-07-10,18000.0,18020.0,16630.0,17630.0,565482,16649.227227274787,16965.9036583037,17190.062679012502,19311.292651510506,22460.00593874019,147862.8,314227.45,6253376835.5,108.13278571884416,-1694.9231295117388,-1803.055915230583,60.83324541682061,46.29700715980297,-2726907.0,934.2857142857143,5.299408475812333,-8.706266752055036,5.890800571923904,-181.65563695655993,-352.7266729409064,-384.27218865504153,-2515.557142857067
2025-07-11,17860.0,19310.0,17740.0,18920.0,230956,17003.365783783443,17118.291244684304,17626.709118632174,19274.026684699984,22343.9401702569,187288.4,286217.55,5662906246.5,225.42476913383553,-1521.2749538132884,-1746.699722947124,87.57845009386921,71.56421102938558,-2495951.0,990.0,5.232558139534884,-1.8368070693863703,11.272087189022905,-181.52370062839034,-307.7689833220083,-353.0131731808422,-29335.233834586452
2025-07-14,19130.0,19880.0,17910.0,18080.0,163763,17095.68277969009,17106.995901610968,17684.077094951717,19160.3098575857,22204.1388531993,215003.4,214679.1,4132703068.5,249.44146347191463,-1434.8978936072308,-1684.3393570791454,56.799901930993336,53.29157758266718,-2659714.0,1073.5714285714287,5.937895069532238,-5.638269243114557,5.757694694003623,-180.61635385566066,-264.6159723516151,-321.5197778200771,-34966.84812030073
2025-07-15,18080.0,21300.0,17980.0,20950.0,567275,17933.430468022976,17627.209954998907,18684.329142076316,19330.756537815632,22163.019546537027,323385.2,214474.05,4151262311.0,449.9310240677794,-1121.9255769944211,-1571.8566010622005,85.08394135933199,79.71549163338378,-2092439.0,1225.7142857142858,5.850664848278213,8.376513661101349,16.82092858561477,-177.93424487925154,-215.09082923422125,-284.23450829836986,-40521.494736842105
2025-07-16,20950.0,23150.0,20000.0,22650.0,646960,19074.2030155677,18391.582819971813,19990.801036694393,19646.874962785572,22178.986118781715,434887.2,226420.4,4471831181.0,674.8282138445377,-728.3213337565285,-1403.1495476010662,90.99587099422328,86.70364552504154,-1445479.0,1385.0,6.114790286975717,15.285510000459833,18.74677008268111,-172.7528681828529,-154.4136938224829,-237.71647164277786,-31108.72105263158
2025-07-17,22400.0,24600.0,21700.0,23950.0,449431,20352.99862368783,19291.746704269615,21383.040865762876,20056.69639490123,22237.052147674116,411677.0,236276.3,4754557891.0,876.1690148943092,-307.93827898317977,-1184.107293877489,94.11872869742417,90.75424991800143,-996048.0,1507.142857142857,6.292872054876231,19.411489950501103,17.673078266343524,-164.64017707763486,-80.83018512536076,-180.50289933004169,-12368.395488721775
2025-07-18,23600.0,24100.0,22550.0,23400.0,214750,21257.8368211591,19971.09404081027,22218.076094618216,20375.106262053494,22275.18158545529,408435.8,220383.2,4446572791.0,932.1308658837751,-18.943711522770172,-951.0745774065452,81.69421663926616,82.14219912290962,-1210798.0,1543.5714285714287,6.596459096459097,14.846026808606405,10.077051568618156,-153.74404899891528,2.5722411738830053,-114.48147178336886,10340.537593985033
2025-07-21,23300.0,23300.0,21550.0,22350.0,150160,21720.802824611044,20367.828762642323,22469.03104634391,20563.19137995316,22277.63464822725,405715.2,216594.65,4385621453.5,860.0050480294201,123.93173263022982,-736.0733153991903,58.954069443891406,65.6895109286764,-1360958.0,1597.857142857143,7.149248961329499,8.68935461928726,2.8967491693080216,-141.15414180876238,85.73625958467531,-46.529228184794896,27087.65037593986
2025-07-22,22300.0,24500.0,21050.0,23200.0,445034,22311.289854065566,20864.767355682692,22914.082508363786,20814.316010433813,22307.876135170616,381267.0,229870.9,4720108031.0,830.6707511564257,302.2651235463418,-528.4056276100839,67.30115964415133,72.23126298972684,-915924.0,1752.857142857143,7.555418719211823,11.461745792512668,3.9832306950756236,-126.63140031718872,170.65379649280223,24.584553229499488,49829.10451127822
2025-07-23,22900.0,23200.0,22050.0,23150.0,98637,22770.17354258151,21283.669311838796,23204.932412414655,21036.76210467821,22335.486753689613,271602.4,220855.8,4567056796.5,770.3659388345304,434.5517959330791,-335.8141429014513,64.28488884515039,71.92494571174808,-1014561.0,1801.4285714285713,7.781548904659055,10.045452264974951,1.6680876705142067,-110.97234047688717,250.8427730144575,94.23382956193691,65724.64736842102
2025-07-24,23000.0,23800.0,22350.0,22350.0,96317,22924.422175020572,21498.38343638528,23133.354830418477,21161.832380423144,22335.962597830938,200979.6,218771.3,4546620548.0,644.1916176718871,469.42537918840753,-174.76623848347955,40.69601884945675,56.384715339909256,-1110878.0,1862.857142857143,8.334931287951422,5.614672672088794,-2.5057214992598054,-95.0962597956522,319.848355894553,157.61838460980007,76761.53308270675
2025-07-25,22000.0,23150.0,21500.0,22900.0,79095,23178.380352402175,21781.644808756577,23241.36141336588,21327.37215371618,22354.45562741025,173848.6,214231.45,4487679363.0,568.0314340314414,535.2730540558223,-32.75837997561918,51.4633777461116,63.592274847088355,-1031783.0,1944.2857142857142,8.490330630068621,7.373753479562173,-1.201034533775458,-79.43650321909053,376.05474189563205,213.14355230626424,84879.50827067673
2025-07-28,22950.0,24400.0,22100.0,24300.0,220929,23733.952458741715,22277.632963384716,23765.18858332684,21610.479567647973,22418.243967495157,188002.4,216483.5,4606955074.0,580.1619412361279,692.4440465695407,112.2821053334128,73.69249432964904,77.10069387043087,-810854.0,2085.0,8.580246913580247,12.44544538649841,2.384969558872596,-63.92286956245555,422.0905660495338,262.1647704329307,91635.68270676695
2025-07-29,24100.0,24500.0,23500.0,23900.0,103368,24068.056397708027,22629.427049478185,24001.29805798411,21828.52913263388,22466.826132495316,119669.2,216891.0,4645354942.0,530.8013404646765,775.7837809142584,244.98244044958193,59.680936369893885,68.66766787991453,-914222.0,2067.1428571428573,8.64913329348476,9.489740947635571,-0.6982549605627164,-48.623537218857976,459.1043490751691,305.1151410541325,96081.1458646617
2025-07-30,24250.0,24250.0,22050.0,22150.0,142350,23869.13548614084,22611.467768031085,23577.493720920495,21859.14540571637,22456.43839044629,128411.8,219392.05,4718434203.0,358.1232189726282,692.6364641653672,334.513245192739,25.39438454862139,40.50992828330799,-1056572.0,2115.714285714286,9.551757497581425,1.330585386048866,-7.202336620607907,-34.420177068455345,481.6427213499545,337.87075269539423,97912.02180451133
2025-07-31,22500.0,22600.0,21250.0,22550.0,108146,23792.06694488263,22665.14311570789,23378.831521037566,21924.941081362427,22459.505984202147,130777.6,222824.25,4804204737.0,253.59587896703397,651.5080939015315,397.91221493449757,32.24465927756056,46.01301880961837,-948426.0,2092.1428571428573,9.277795375356352,2.850903527256965,-5.2205087845458635,-21.283511580939397,492.28732428422927,361.782640259508,98978.18345864672
2025-08-01,22150.0,22300.0,21000.0,21150.0,81978,23349.469524251486,22454.068802892692,22755.6334691808,21851.13716885172,22416.57136176929,131354.2,225231.75,4860891036.0,81.81383320630482,500.1795064423786,418.3656732360738,14.482113012734104,29.770562439328273,-1030404.0,2062.1428571428573,9.750084430935496,-3.2086987667221956,-9.419783699869711,-10.338434041124055,484.1003878018439,371.6545495053736,96431.13609022564
2025-08-04,21150.0,22650.0,21150.0,22300.0,74493,23271.238225146724,22478.07310643496,22665.537799121954,21893.88600991346,22412.749349908,102067.0,227697.0,4922188299.0,39.431511973509885,467.6550632029612,428.2235512294513,40.91947992874269,47.350827121748274,-955911.0,1932.142857142857,8.664317745035234,1.8549196332832363,-4.1735562832974304,-1.380708975804177,461.70522538651613,370.1891812937705,92715.00676691733
2025-08-05,22550.0,22900.0,21900.0,22600.0,69826,23272.866542534473,22550.529480931604,22692.315481177702,21961.134961350275,22418.888715484787,95358.6,229920.0,4979137406.0,26.041295861085132,460.77517105580773,434.7338751947226,45.76039844952259,51.29830608574238,-886085.0,1778.5714285714287,7.869785082174463,2.90907113759864,-2.891206123253942,5.563364558963189,427.1966985067658,358.4999349058288,88411.44887218054
2025-08-06,22700.0,23550.0,22000.0,22700.0,81853,23288.79028096512,22628.431143674374,22740.247136729813,22031.503060269297,22428.105478911515,83259.2,229540.15,4990864686.0,18.70182067817518,458.11115104244163,439.40933036426645,46.51018320834275,52.74319894129325,-804232.0,1682.142857142857,7.410320956576463,3.0342774975541387,-2.528213247067468,10.780687993859129,384.8192410903678,339.29379451754244,84637.27218045121
2025-08-07,22800.0,23000.0,22050.0,22650.0,54626,23278.030504485483,22683.77984135111,22754.474207414118,22090.407530719836,22435.380709111138,72555.2,203997.35,4554256248.0,5.924305299590344,446.8147119887544,440.8904066891641,41.035460450405324,51.233429229294764,-858858.0,1639.2857142857142,7.237464522232734,2.5331921491351883,-2.697953782492324,13.810927978283173,332.2489950012845,310.8336523739837,69113.16917293238
2025-08-08,22500.0,22800.0,21550.0,22300.0,65543,23168.155387809733,22665.289502339543,22644.84194208993,22110.36871827033,22430.941997337,69268.2,195726.7,4408852317.0,-28.7506516867561,404.952092080719,433.7027437674751,20.827849090072533,41.107767149992746,-924401.0,1596.4285714285713,7.158872517616912,0.857657708679338,-3.7471925290458175,14.982170817896137,273.732640577932,275.91717226552134,53490.31503759404
2025-08-11,22100.0,22350.0,21500.0,21950.0,47995,22978.003105172185,22583.348072878016,22444.34953498564,22095.09550700649,22415.173407260376,63968.6,189938.3,4313485077.5,-75.26725375517714,339.61867657350376,414.8859303286809,1.921060131131,30.862074161964202,-972396.0,1410.7142857142858,6.4269443540514155,-0.6566864893635671,-4.473857456050167,13.5899290531279,204.68710144470913,231.31040202200745,32232.853383458725
