date,open,high,low,close,volume,TEMA20,DEMA20,DEMA10,EMA20,EMA60,VOL_MA5,VOL_MA20,TURNOVER_MA20,MACD_OSC,MACD_LINE,MACD_SIGNAL,RSI_TEMA,RSI_DEMA,OBV,ATR,ATR_PCT,GAP_PCT,EXT_TEMA20_PCT,EMA60_SLOPE,TEMA20_SLOPE,DEMA20_SLOPE,OBV_SLOPE20
2024-12-18,12650.0,14450.0,8920.0,8960.0,38941640,8960.0,8960.0,8960.0,8960.0,8960.0,,,,0.0,0.0,0.0,50.0,50.0,0.0,,,0.0,0.0,,,,
2024-12-19,8600.0,10280.0,8160.0,8550.0,15425625,8853.65943202678,8885.62358276644,8824.462809917353,8920.952380952382,8946.55737704918,,,,-26.165242165241217,-32.70655270655152,-6.541310541310304,0.0,0.0,-15425625.0,,,-4.158215010141997,-3.4297618330375035,,,,
2024-12-20,8400.0,9130.0,8080.0,8360.0,5450927,8717.619818902616,8787.228161105711,8661.848234410216,8867.528344671202,8927.32598763773,,,,-53.25920406490157,-73.11531562243727,-19.856111557535698,0.0,0.0,-20876552.0,,,-5.7234476727237364,-4.102264452129245,,,,
2024-12-23,8430.0,8990.0,8200.0,8390.0,3259522,8614.96090326855,8708.249340552546,8552.92944471006,8822.049454702516,8909.70874214141,,,,-65.353684709195,-101.54821744402943,-36.194532734834446,4.757840204422877,6.713411905117113,-17617030.0,,,-4.897381916989996,-2.6112817666206545,,,,
2024-12-24,8250.0,8320.0,7380.0,7430.0,1522675,8283.437504419715,8466.561468484737,8157.275397234414,8689.473316159418,8861.193701415461,12920077.8,,,-130.44330134265363,-199.24865941315147,-68.80535807049785,1.6944247658008038,1.8343270242882141,-19139705.0,,,-14.494242289889225,-10.302938894201287,,,,
2024-12-26,7500.0,8240.0,7210.0,7220.0,1892817,7960.182168601104,8221.220045150456,7798.952426701646,8549.523476525186,8807.384071860855,5510313.2,,,-177.17658273533186,-290.2760864896627,-113.09950375433083,1.5046571262881798,1.5276835305749614,-21032522.0,,,-15.550848888545888,-9.298558160148007,,,,
2024-12-27,7090.0,7450.0,6500.0,6500.0,933869,7513.019851487677,7880.69139661468,7301.927878602799,8354.330764475168,8731.732135078531,2611962.0,,,-242.09782026252714,-415.7217790824898,-173.62395881996264,0.824717912525486,0.888053062244083,-21966391.0,,,-22.196041990104998,-13.483524222115372,,,,
2024-12-30,6290.0,6710.0,6290.0,6340.0,383374,7111.50575414811,7560.388431290705,6889.806391739841,8162.489739287056,8653.314688026776,1598451.4,,,-278.72595614551517,-522.0314040018566,-243.30544785634143,0.732143546685748,0.786690521092865,-22349765.0,,,-22.327620585116225,-10.848697601040314,,,,
2025-01-02,6400.0,6650.0,6260.0,6330.0,322197,6788.193408278995,7285.3069705035905,6592.442209898032,7987.966906974004,8577.140435960324,1010986.4,,,-285.4924942310967,-600.1710656452124,-314.67857141411565,0.7415383739435413,0.7683286994105458,-22671962.0,,,-20.755805905085722,-6.74985788884822,,,,
2025-01-03,6500.0,8050.0,6310.0,7530.0,6120373,6844.222600007841,7269.149067496419,6781.398676271761,7944.351011071718,8542.80796265015,1930526.0,,,-195.31757986201,-558.8255462416282,-363.5079663796182,73.37713417485503,55.79445391532984,-16551589.0,,,-5.215668473035162,10.019799765007264,,,,
