date,open,high,low,close,volume,TEMA20,DEMA20,DEMA10,EMA60,MACD_OSC,MACD_LINE,MACD_SIGNAL,RSI_TEMA,RSI_DEMA,OBV,VOL_MA5,EMA60_SLOPE,TEMA20_SLOPE,DEMA20_SLOPE,OBV_SLOPE20
2024-07-03,18694.0,18782.0,18689.0,18782.0,4855971,18782.0,18782.0,18782.0,18782.0,0.0,0.0,0.0,50.0,50.0,0.0,,,,,
2024-07-04,18822.0,18822.0,18733.0,18743.0,2183625,18771.88467768059,18774.925170068025,18769.107438016526,18780.72131147541,-2.4888888888875953,-3.1111111111094942,-0.6222222222218989,0.0,0.0,-2183625.0,,,,,
2024-07-05,18733.0,18768.0,18694.0,18768.0,3789547,18770.11609360297,18773.379332685454,18767.878287002255,18780.304219295886,-2.3172902817331487,-3.5188350743883348,-1.201544792655186,25.57911285209279,44.337471497339756,1605922.0,,,,,
2024-07-08,18782.0,18861.0,18768.0,18861.0,3640452,18792.846671029918,18788.935875483978,18797.803292124856,18782.949982597656,3.8577375760870054,3.6206271774535708,-0.23711039863343475,71.89704690986576,81.83534404949738,5246374.0,,,,,
2024-07-09,18925.0,18964.0,18910.0,18920.0,4142013,18826.753207761365,18813.02696040083,18839.42901316974,18787.443425791174,11.293300284334737,13.879514956784988,2.5862146724502497,86.42887546389488,88.25834474469447,9388387.0,3722321.6,,,,
2024-07-10,18959.0,18994.0,18930.0,18945.0,3760228,18860.83855202318,18838.253204875615,18878.222131780953,18792.609215109496,16.933617046818874,23.75323598097384,6.819618934154969,94.87642107709458,90.22983348827835,13148615.0,3503173.0,,,,
2024-07-11,19097.0,19102.0,19028.0,19058.0,5395822,18917.72182212333,18880.370350988753,18943.753983684957,18801.31055231902,26.730392982702497,40.23261016253309,13.502217179830595,101.78890913317835,94.91353534966032,18544437.0,4145612.4,,,,
2024-07-12,18817.0,18920.0,18773.0,18920.0,4704131,18927.940017933946,18891.424338160836,18945.77930657326,18805.202009620036,22.53963623067203,41.67676246817064,19.137126237498606,54.273650748538145,55.318577093947624,13840306.0,4328529.2,,,,
2024-07-15,18989.0,19097.0,18984.0,19087.0,2825185,18978.919604641138,18931.027041146044,19001.48950432251,18814.441287993148,29.214466441353657,55.65520928919068,26.440742847837022,75.76111282541208,72.49560698523143,16665491.0,4165475.8,,,,
2024-07-16,19185.0,19195.0,19156.0,19166.0,3073377,19040.31403217111,18979.191366799285,19067.725603499366,18825.967803140913,36.66719033513225,72.27473076675233,35.60754043162008,82.72525621152707,77.63746738367361,19738868.0,3951748.6,,,,
2024-07-17,19210.0,19234.0,19126.0,19131.0,3865642,19080.411385524294,19013.96360283924,19103.743963989677,18835.968858775635,36.85801319861906,81.68005692989391,44.822043731274846,73.77016960774887,70.3202292591886,15873226.0,3972831.4,,,,
2024-07-18,18954.0,19008.0,18920.0,19008.0,4136645,19080.04108978408,19021.176579707877,19088.095297409152,18841.609224061678,26.78725264925083,78.30610954283839,51.518856893587554,45.033556143368905,49.32127392907207,11736581.0,3720996.0,,,,
2024-07-19,18900.0,18930.0,18871.0,18920.0,3478741,19055.58975052209,19010.997845763995,19045.88105623015,18844.179413436705,12.985220992082574,67.75038313369078,54.7651621416082,30.735905523549732,38.37697958991653,8257840.0,3475918.0,,,,
2024-07-22,18822.0,18827.0,18748.0,18792.0,4585422,19001.19196061175,18978.62026223384,18971.14652928453,18842.468612996156,-5.014276300466889,48.497316766024596,53.511593066491486,17.130556503690826,26.93324604510707,3672418.0,3827965.4,,,,
2024-07-23,18935.0,18935.0,18836.0,18876.0,6334432,18977.544374538687,18965.66155769116,18942.964026807396,18843.568002733984,-11.160327064700667,39.561184235615656,50.72151130031632,37.00197442111141,40.13381386278193,10006850.0,4480176.4,,,,
2024-07-24,18836.0,18851.0,18733.0,18748.0,6415358,18924.341030279335,18931.02042714542,18879.570317651385,18840.434625595164,-23.058589133935733,21.898274882896658,44.95686401683239,22.060389545757175,28.813595152141616,3591492.0,4990119.6,,,,
2024-07-25,18453.0,18522.0,18404.0,18463.0,4812224,18806.468677878653,18849.30267241618,18738.568898541944,18828.059719837944,-47.90531728214095,-14.924782585843786,32.98053469629716,8.607219294365962,15.755886162344396,-1220732.0,5125235.4,,,,
