date,open,high,low,close,volume,TEMA20,DEMA20,DEMA10,EMA20,EMA60,VOL_MA5,VOL_MA20,TURNOVER_MA20,MACD_OSC,MACD_LINE,MACD_SIGNAL,RSI_TEMA,RSI_DEMA,OBV,ATR,ATR_PCT,GAP_PCT,EXT_TEMA20_PCT,EMA60_SLOPE,TEMA20_SLOPE,DEMA20_SLOPE,OBV_SLOPE20
2025-02-14,21000.0,29950.0,20050.0,21800.0,19374053,21800.0,21800.0,21800.0,21800.0,21800.0,,,,0.0,0.0,0.0,50.0,50.0,0.0,,,0.0,0.0,,,,
2025-02-17,23500.0,28300.0,22700.0,28300.0,6978654,23485.887053233997,22979.138321995466,23948.760330578516,22419.04761904762,22013.114754098362,,,,414.8148148148146,518.5185185185182,103.70370370370365,50.0,50.0,6978654.0,,,26.231945624469,20.497897038566837,,,,
2025-02-18,31950.0,36750.0,31150.0,36750.0,10025997,27053.001064371343,25525.51560306663,28324.4177310293,23783.90022675737,22496.29131953776,,,,1191.3812387886433,1592.9302521895079,401.5490134008645,50.0,50.0,17004651.0,,,54.51628895859353,35.84444813555103,,,,
2025-02-19,39000.0,40950.0,34150.0,36400.0,12316419,29863.78992586131,27648.28235148936,31416.405983197874,24985.433538494766,22952.150620536522,,,,1589.666827499893,2388.632547775731,798.9657202758378,97.48696550017493,96.9122187913542,4688232.0,,,45.684884530496305,21.886740063351738,,,,
2025-02-20,36200.0,42250.0,36150.0,36850.0,9583613,32247.012575046996,29546.980008574727,33799.75659884136,26115.392249114313,23407.817813305817,11655747.2,,,1777.4054872879096,3020.722579385725,1243.3170920978155,97.11535503697763,97.03396936633862,14271845.0,,,41.104524291607156,14.27415148687241,,,,
2025-02-21,35500.0,37600.0,33450.0,33750.0,2901559,33347.523498068855,30605.124984024882,34471.263817616215,26842.497749198665,23746.905753853167,8361248.4,,,1592.7320670387767,3234.232175896286,1641.5001088575095,59.41396360809182,68.71380572035719,11370286.0,,,25.733455639416224,1.2069157158085542,,,,
2025-02-24,33400.0,36550.0,32250.0,34000.0,3556548,34260.20152015393,31545.19263981038,34979.58637505669,27524.164630227362,24083.072778316997,7676827.2,,,1394.4778709229158,3384.5974475111543,1990.1195765882385,47.26548111661645,69.13118606872206,14926834.0,,,23.527818034705405,-0.7594862511268841,,,,
2025-02-25,32900.0,35450.0,32150.0,32300.0,1912148,34510.886291737064,32028.60228420794,34725.50192590341,27979.006094015233,24352.480228208242,6054057.4,,,1070.481578570911,3328.2215498018777,2257.7399712309666,3.068657813509134,54.850821869364616,13014686.0,,,15.443700506963465,-6.40634457500564,,,,
2025-02-26,32550.0,35650.0,32150.0,33900.0,3265756,35075.56950823754,32717.029659470267,35004.156073961014,28542.91027553759,24665.513663348953,4243924.8,,,892.8154438954548,3373.759276100285,2480.9438322048304,10.25442033911223,62.84504557698801,16280442.0,,,18.768547680485305,-3.3515336307268107,,,,
2025-02-27,35250.0,36400.0,34050.0,35750.0,3545087,35963.01976269591,33626.903046844,35765.76236897607,29229.29977310544,25028.93944487849,3036219.6,,,830.0992784842551,3518.5679303101497,2688.4686518258945,31.135318435435565,70.64842539479466,19825529.0,,,22.30878015385922,-0.5923300215096905,,,,
